pipeline_event_id,candidate_id,req_id,source_channel,stage_reached,stage_entry_timestamp,recruiter_id
ddedcf3a,CAND_100928,REQ_2000,,Applied,2025-06-27 00:00:00,REC_102
ed3bd4bb,CAND_100929,REQ_2004,Tesla Careers Site,Applied,2025-04-28 00:00:00,REC_102
7268682e,CAND_100930,REQ_2025,Tesla Careers Site,Applied,2025-05-16 00:00:00,REC_102
3b472c97,CAND_100931,REQ_2002,LinkedIn,Applied,2025-01-20 00:00:00,REC_101
b57ab1e3,CAND_100932,REQ_2014,LinkedIn,Applied,2025-06-26 00:00:00,REC_102
6b350c73,CAND_100932,REQ_2014,LinkedIn,Phone Screen,2025-06-29 00:00:00,REC_102
81152949,CAND_100932,REQ_2014,LinkedIn,Technical Interview,2025-07-03 00:00:00,REC_102
13de05b0,CAND_100932,REQ_2014,LinkedIn,Offer Issued,2025-07-07 00:00:00,REC_102
92cc25df,CAND_100933,REQ_2041,Tesla Careers Site,Applied,2025-03-02 00:00:00,REC_101
6d2854eb,CAND_100933,REQ_2041,Tesla Careers Site,Phone Screen,2025-03-04 00:00:00,REC_101
19ee34a3,CAND_100934,REQ_2047,Tesla Careers Site,Applied,2025-04-03 00:00:00,REC_104
0372707e,CAND_100935,REQ_2025,LinkedIn,Applied,2025-05-26 00:00:00,REC_101
eb588a59,CAND_100936,REQ_2036,Tesla Careers Site,Applied,2025-03-15 00:00:00,REC_104
228e6c1b,CAND_100937,REQ_2021,LinkedIn,Applied,2025-06-22 00:00:00,REC_102
8afe7e43,CAND_100937,REQ_2021,LinkedIn,Phone Screen,2025-07-06 00:00:00,REC_102
3b0cbfd0,CAND_100938,REQ_2032,Tesla Careers Site,Applied,2025-04-27 00:00:00,REC_100
799425fb,CAND_100938,REQ_2032,Tesla Careers Site,Phone Screen,2025-05-05 00:00:00,REC_100
2faed001,CAND_100938,REQ_2032,Tesla Careers Site,Technical Interview,2025-05-13 00:00:00,REC_100
6e640b79,CAND_100938,REQ_2032,Tesla Careers Site,Offer Issued,2025-05-24 00:00:00,REC_100
3ff8354c,CAND_100939,REQ_2015,LinkedIn,Applied,2025-01-16 00:00:00,REC_102
5c9ea088,CAND_100940,REQ_2031,Tesla Careers Site,Applied,2025-03-31 00:00:00,REC_103
0b384540,CAND_100940,REQ_2031,Tesla Careers Site,Phone Screen,2025-04-09 00:00:00,REC_103
d70905fc,CAND_100941,REQ_2013,,Applied,2025-05-25 00:00:00,REC_103
cd23edd0,CAND_100941,REQ_2013,,Phone Screen,2025-05-31 00:00:00,REC_103
e7f7cbda,CAND_100942,REQ_2044,University Recruiting,Applied,2025-02-20 00:00:00,REC_104
1fee8399,CAND_100942,REQ_2044,University Recruiting,Phone Screen,2025-02-27 00:00:00,REC_104
e8f83c2d,CAND_100942,REQ_2044,University Recruiting,Technical Interview,2025-03-01 00:00:00,REC_104
f06e33e5,CAND_100942,REQ_2044,University Recruiting,Offer Issued,2025-03-11 00:00:00,REC_104
aa1fd743,CAND_100943,REQ_2018,LinkedIn,Applied,2025-05-27 00:00:00,REC_101
3f50cf74,CAND_100944,REQ_2009,X (Twitter) Sourcing,Applied,2025-04-16 00:00:00,REC_104
eed43125,CAND_100944,REQ_2009,X (Twitter) Sourcing,Phone Screen,2025-04-24 00:00:00,REC_104
858c87e1,CAND_100944,REQ_2009,X (Twitter) Sourcing,Technical Interview,2025-05-09 00:00:00,REC_104
aa2597de,CAND_100945,REQ_2014,Tesla Careers Site,Applied,2025-06-29 00:00:00,REC_100
576cd6c2,CAND_100945,REQ_2014,Tesla Careers Site,Phone Screen,2025-07-12 00:00:00,REC_100
7bac14f9,CAND_100945,REQ_2014,Tesla Careers Site,Technical Interview,2025-07-17 00:00:00,REC_100
ec86542c,CAND_100945,REQ_2014,Tesla Careers Site,Offer Issued,2025-07-26 00:00:00,REC_100
71257a8a,CAND_100946,REQ_2035,LinkedIn,Applied,2025-03-23 00:00:00,REC_104
bb0d6cbd,CAND_100947,REQ_2010,LinkedIn,Applied,2025-04-09 00:00:00,REC_103
7a6db9c5,CAND_100948,REQ_2022,LinkedIn,Applied,2025-06-03 00:00:00,REC_100
4500b802,CAND_100949,REQ_2039,Tesla Careers Site,Applied,2025-04-30 00:00:00,REC_104
a771d216,CAND_100949,REQ_2039,Tesla Careers Site,Phone Screen,2025-05-07 00:00:00,REC_104
27d03f02,CAND_100949,REQ_2039,Tesla Careers Site,Technical Interview,2025-05-18 00:00:00,REC_104
e1868b1d,CAND_100950,REQ_2024,Tesla Careers Site,Applied,2025-05-07 00:00:00,REC_104
dad7c888,CAND_100950,REQ_2024,Tesla Careers Site,Phone Screen,2025-05-10 00:00:00,REC_104
ea1d74cc,CAND_100950,REQ_2024,Tesla Careers Site,Technical Interview,2025-05-20 00:00:00,REC_104
9ccd3085,CAND_100950,REQ_2024,Tesla Careers Site,Offer Issued,2025-05-28 00:00:00,REC_104
10864d8e,CAND_100950,REQ_2024,Tesla Careers Site,Hired,2025-06-02 00:00:00,REC_104
0bc2a836,CAND_100951,REQ_2038,Employee Referral,Applied,2025-02-09 00:00:00,REC_102
5e67f8b5,CAND_100952,REQ_2013,LinkedIn,Applied,2025-05-24 00:00:00,REC_104
99ccc261,CAND_100952,REQ_2013,LinkedIn,Phone Screen,2025-05-29 00:00:00,REC_104
6c93c7cb,CAND_100952,REQ_2013,LinkedIn,Technical Interview,2025-06-04 00:00:00,REC_104
215836d2,CAND_100952,REQ_2013,LinkedIn,Offer Issued,2025-06-16 00:00:00,REC_104
f322f5cc,CAND_100953,REQ_2006,Employee Referral,Applied,2025-04-08 00:00:00,REC_103
7d124d69,CAND_100954,REQ_2037,LinkedIn,Applied,2025-02-10 00:00:00,REC_100
d5db5398,CAND_100955,REQ_2041,LinkedIn,Applied,2025-03-05 00:00:00,REC_101
8a1dc3eb,CAND_100956,REQ_2016,Tesla Careers Site,Applied,2025-06-02 00:00:00,REC_104
51c95b85,CAND_100957,REQ_2018,University Recruiting,Applied,2025-06-08 00:00:00,REC_104
10f3eda5,CAND_100957,REQ_2018,University Recruiting,Phone Screen,2025-06-10 00:00:00,REC_104
4d5aea84,CAND_100957,REQ_2018,University Recruiting,Technical Interview,2025-06-23 00:00:00,REC_104
0c02b268,CAND_100957,REQ_2018,University Recruiting,Offer Issued,2025-06-26 00:00:00,REC_104
24a21473,CAND_100958,REQ_2032,LinkedIn,Applied,2025-05-03 00:00:00,REC_103
eb19a577,CAND_100959,REQ_2019,LinkedIn,Applied,2025-04-14 00:00:00,REC_101
5cfee732,CAND_100959,REQ_2019,LinkedIn,Phone Screen,2025-04-27 00:00:00,REC_101
b6deca9d,CAND_100960,REQ_2014,Tesla Careers Site,Applied,2025-06-22 00:00:00,REC_103
71f4ecd5,CAND_100961,REQ_2030,Tesla Careers Site,Applied,2025-02-20 00:00:00,REC_100
c1665e1a,CAND_100961,REQ_2030,Tesla Careers Site,Phone Screen,2025-03-02 00:00:00,REC_100
babd38d7,CAND_100961,REQ_2030,Tesla Careers Site,Technical Interview,2025-03-05 00:00:00,REC_100
12f5703a,CAND_100961,REQ_2030,Tesla Careers Site,Offer Issued,2025-03-12 00:00:00,REC_100
eb96874c,CAND_100962,REQ_2046,LinkedIn,Applied,2025-05-14 00:00:00,REC_100
dc22cc84,CAND_100962,REQ_2046,LinkedIn,Phone Screen,2025-05-16 00:00:00,REC_100
021bfc19,CAND_100963,REQ_2045,Employee Referral,Applied,2025-02-08 00:00:00,REC_100
18cabe74,CAND_100964,REQ_2029,,Applied,2025-06-07 00:00:00,REC_100
f8f67dcf,CAND_100965,REQ_2002,Employee Referral,Applied,2025-02-01 00:00:00,REC_100
4fc86941,CAND_100966,REQ_2021,LinkedIn,Applied,2025-06-07 00:00:00,REC_100
83e69144,CAND_100966,REQ_2021,LinkedIn,Phone Screen,2025-06-19 00:00:00,REC_100
9fc87a85,CAND_100967,REQ_2030,Tesla Careers Site,Applied,2025-02-16 00:00:00,REC_102
18972225,CAND_100967,REQ_2030,Tesla Careers Site,Phone Screen,2025-02-21 00:00:00,REC_102
69279c1b,CAND_100967,REQ_2030,Tesla Careers Site,Technical Interview,2025-03-02 00:00:00,REC_102
ac20bff4,CAND_100968,REQ_2010,Tesla Careers Site,Applied,2025-03-20 00:00:00,REC_104
aecd8e69,CAND_100969,REQ_2041,Tesla Careers Site,Applied,2025-02-26 00:00:00,REC_100
c7db44b0,CAND_100970,REQ_2015,LinkedIn,Applied,2025-01-16 00:00:00,REC_100
b281068f,CAND_100970,REQ_2015,LinkedIn,Phone Screen,2025-01-30 00:00:00,REC_100
2100ccf2,CAND_100971,REQ_2036,University Recruiting,Applied,2025-03-21 00:00:00,REC_101
6cff74ff,CAND_100972,REQ_2043,Tesla Careers Site,Applied,2025-06-04 00:00:00,REC_104
b2599cef,CAND_100973,REQ_2044,LinkedIn,Applied,2025-03-03 00:00:00,REC_100
cf1cffa6,CAND_100974,REQ_2044,University Recruiting,Applied,2025-02-25 00:00:00,REC_104
625d18e9,CAND_100975,REQ_2044,X (Twitter) Sourcing,Applied,2025-03-05 00:00:00,REC_100
be3e7dc0,CAND_100976,REQ_2044,LinkedIn,Applied,2025-02-28 00:00:00,REC_103
97a5b6ed,CAND_100977,REQ_2032,LinkedIn,Applied,2025-05-06 00:00:00,REC_103
d3878e4d,CAND_100978,REQ_2013,LinkedIn,Applied,2025-06-01 00:00:00,REC_104
825dd176,CAND_100978,REQ_2013,LinkedIn,Phone Screen,2025-06-14 00:00:00,REC_104
88e29139,CAND_100978,REQ_2013,LinkedIn,Technical Interview,2025-06-22 00:00:00,REC_104
da7b9879,CAND_100979,REQ_2000,Tesla Careers Site,Applied,2025-06-26 00:00:00,REC_104
c4b641b2,CAND_100980,REQ_2030,Tesla Careers Site,Applied,2025-02-16 00:00:00,REC_101
cc246789,CAND_100980,REQ_2030,Tesla Careers Site,Phone Screen,2025-02-23 00:00:00,REC_101
03926e08,CAND_100980,REQ_2030,Tesla Careers Site,Technical Interview,2025-03-07 00:00:00,REC_101
20e680fc,CAND_100981,REQ_2001,Tesla Careers Site,Applied,2025-02-23 00:00:00,REC_100
e31d603a,CAND_100981,REQ_2001,Tesla Careers Site,Phone Screen,2025-03-02 00:00:00,REC_100
297f1644,CAND_100981,REQ_2001,Tesla Careers Site,Technical Interview,2025-03-09 00:00:00,REC_100
cdf30965,CAND_100982,REQ_2018,LinkedIn,Applied,2025-05-27 00:00:00,REC_104
92fb20fc,CAND_100982,REQ_2018,LinkedIn,Phone Screen,2025-06-07 00:00:00,REC_104
4618c73e,CAND_100982,REQ_2018,LinkedIn,Technical Interview,2025-06-22 00:00:00,REC_104
0cef8376,CAND_100983,REQ_2028,LinkedIn,Applied,2025-02-05 00:00:00,REC_102
057e9adf,CAND_100983,REQ_2028,LinkedIn,Phone Screen,2025-02-07 00:00:00,REC_102
4630e271,CAND_100983,REQ_2028,LinkedIn,Technical Interview,2025-02-19 00:00:00,REC_102
75b46fc3,CAND_100983,REQ_2028,LinkedIn,Offer Issued,2025-02-23 00:00:00,REC_102
873437ee,CAND_100984,REQ_2025,X (Twitter) Sourcing,Applied,2025-05-26 00:00:00,REC_101
34fa0e58,CAND_100985,REQ_2023,Employee Referral,Applied,2025-07-08 00:00:00,REC_101
e231b324,CAND_100985,REQ_2023,Employee Referral,Phone Screen,2025-07-17 00:00:00,REC_101
88f3f53c,CAND_100986,REQ_2029,X (Twitter) Sourcing,Applied,2025-06-05 00:00:00,REC_101
b5c788bf,CAND_100986,REQ_2029,X (Twitter) Sourcing,Phone Screen,2025-06-09 00:00:00,REC_101
4aca28a1,CAND_100986,REQ_2029,X (Twitter) Sourcing,Technical Interview,2025-06-18 00:00:00,REC_101
120ceef0,CAND_100986,REQ_2029,X (Twitter) Sourcing,Offer Issued,2025-06-27 00:00:00,REC_101
4188b43a,CAND_100986,REQ_2029,X (Twitter) Sourcing,Hired,2025-07-05 00:00:00,REC_101
ff96e8a7,CAND_100987,REQ_2029,Employee Referral,Applied,2025-06-18 00:00:00,REC_103
abb2a025,CAND_100988,REQ_2006,LinkedIn,Applied,2025-04-09 00:00:00,REC_102
129472c7,CAND_100989,REQ_2019,LinkedIn,Applied,2025-04-11 00:00:00,REC_104
e6ee824c,CAND_100989,REQ_2019,LinkedIn,Phone Screen,2025-04-13 00:00:00,REC_104
fc7df3f6,CAND_100989,REQ_2019,LinkedIn,Technical Interview,2025-04-15 00:00:00,REC_104
2dc182a9,CAND_100990,REQ_2045,University Recruiting,Applied,2025-02-01 00:00:00,REC_102
0f9734fa,CAND_100990,REQ_2045,University Recruiting,Phone Screen,2025-02-07 00:00:00,REC_102
2f90e1b1,CAND_100990,REQ_2045,University Recruiting,Technical Interview,2025-02-19 00:00:00,REC_102
5156675d,CAND_100990,REQ_2045,University Recruiting,Offer Issued,2025-03-02 00:00:00,REC_102
380fa794,CAND_100990,REQ_2045,University Recruiting,Hired,2025-03-05 00:00:00,REC_102
e5506dd2,CAND_100991,REQ_2010,Employee Referral,Applied,2025-04-01 00:00:00,REC_100
639e5217,CAND_100992,REQ_2028,Tesla Careers Site,Applied,2025-02-12 00:00:00,REC_102
ad1e8f40,CAND_100992,REQ_2028,Tesla Careers Site,Phone Screen,2025-02-25 00:00:00,REC_102
9a84fac7,CAND_100993,REQ_2015,,Applied,2025-01-16 00:00:00,REC_103
808297f2,CAND_100993,REQ_2015,,Phone Screen,2025-01-27 00:00:00,REC_103
6ba14a46,CAND_100994,REQ_2020,Employee Referral,Applied,2025-02-13 00:00:00,REC_101
5c7c56ab,CAND_100995,REQ_2031,Tesla Careers Site,Applied,2025-03-19 00:00:00,REC_103
3886209f,CAND_100995,REQ_2031,Tesla Careers Site,Phone Screen,2025-03-23 00:00:00,REC_103
088765c3,CAND_100996,REQ_2049,University Recruiting,Applied,2025-02-25 00:00:00,REC_102
9595cf6a,CAND_100996,REQ_2049,University Recruiting,Phone Screen,2025-03-10 00:00:00,REC_102
c546382e,CAND_100997,REQ_2013,Employee Referral,Applied,2025-05-28 00:00:00,REC_100
3865ed7c,CAND_100997,REQ_2013,Employee Referral,Phone Screen,2025-06-10 00:00:00,REC_100
8e507102,CAND_100997,REQ_2013,Employee Referral,Technical Interview,2025-06-18 00:00:00,REC_100
1edcf6b7,CAND_100998,REQ_2023,Tesla Careers Site,Applied,2025-07-03 00:00:00,REC_100
17ec44fc,CAND_100999,REQ_2036,Employee Referral,Applied,2025-03-17 00:00:00,REC_102
dbad1f93,CAND_101000,REQ_2046,LinkedIn,Applied,2025-05-14 00:00:00,REC_100
5a6e7b52,CAND_101001,REQ_2014,Tesla Careers Site,Applied,2025-07-06 00:00:00,REC_102
f3aec07a,CAND_101001,REQ_2014,Tesla Careers Site,Phone Screen,2025-07-18 00:00:00,REC_102
8758050a,CAND_101002,REQ_2029,LinkedIn,Applied,2025-06-06 00:00:00,REC_102
a66e2223,CAND_101003,REQ_2018,,Applied,2025-05-21 00:00:00,REC_100
d0aee652,CAND_101003,REQ_2018,,Phone Screen,2025-05-24 00:00:00,REC_100
5623d44a,CAND_101004,REQ_2013,LinkedIn,Applied,2025-05-29 00:00:00,REC_100
956ab221,CAND_101004,REQ_2013,LinkedIn,Phone Screen,2025-06-09 00:00:00,REC_100
94a0d1b4,CAND_101004,REQ_2013,LinkedIn,Technical Interview,2025-06-17 00:00:00,REC_100
8282bc4d,CAND_101004,REQ_2013,LinkedIn,Offer Issued,2025-06-24 00:00:00,REC_100
dc6d204a,CAND_101005,REQ_2001,LinkedIn,Applied,2025-02-13 00:00:00,REC_102
28696917,CAND_101005,REQ_2001,LinkedIn,Phone Screen,2025-02-20 00:00:00,REC_102
49bb444f,CAND_101006,REQ_2017,,Applied,2025-02-17 00:00:00,REC_100
39a93df0,CAND_101006,REQ_2017,,Phone Screen,2025-02-19 00:00:00,REC_100
a4269bb0,CAND_101006,REQ_2017,,Technical Interview,2025-03-02 00:00:00,REC_100
d0d130d5,CAND_101007,REQ_2013,LinkedIn,Applied,2025-06-02 00:00:00,REC_104
018d2550,CAND_101008,REQ_2046,University Recruiting,Applied,2025-05-05 00:00:00,REC_104
34d1dd2d,CAND_101009,REQ_2035,X (Twitter) Sourcing,Applied,2025-03-11 00:00:00,REC_102
3a8ae657,CAND_101010,REQ_2000,LinkedIn,Applied,2025-06-20 00:00:00,REC_103
4e53924f,CAND_101010,REQ_2000,LinkedIn,Phone Screen,2025-07-03 00:00:00,REC_103
a474660e,CAND_101010,REQ_2000,LinkedIn,Technical Interview,2025-07-07 00:00:00,REC_103
a2fbb7c0,CAND_101011,REQ_2027,University Recruiting,Applied,2025-05-23 00:00:00,REC_104
c6e6ac58,CAND_101012,REQ_2019,University Recruiting,Applied,2025-04-21 00:00:00,REC_104
3703e2d7,CAND_101012,REQ_2019,University Recruiting,Phone Screen,2025-04-26 00:00:00,REC_104
aa3b6b87,CAND_101012,REQ_2019,University Recruiting,Technical Interview,2025-05-01 00:00:00,REC_104
0decf11f,CAND_101012,REQ_2019,University Recruiting,Offer Issued,2025-05-06 00:00:00,REC_104
f360ebc6,CAND_101012,REQ_2019,University Recruiting,Hired,2025-05-10 00:00:00,REC_104
45c96ce2,CAND_101013,REQ_2007,Tesla Careers Site,Applied,2025-04-08 00:00:00,REC_100
eff79a25,CAND_101014,REQ_2004,Tesla Careers Site,Applied,2025-05-02 00:00:00,REC_101
fe939ea5,CAND_101014,REQ_2004,Tesla Careers Site,Phone Screen,2025-05-15 00:00:00,REC_101
a5a205e5,CAND_101015,REQ_2025,Employee Referral,Applied,2025-06-01 00:00:00,REC_102
3b5a6937,CAND_101016,REQ_2045,Tesla Careers Site,Applied,2025-01-26 00:00:00,REC_103
925dcd5b,CAND_101016,REQ_2045,Tesla Careers Site,Phone Screen,2025-02-01 00:00:00,REC_103
76ec56cf,CAND_101016,REQ_2045,Tesla Careers Site,Technical Interview,2025-02-04 00:00:00,REC_103
ee37c392,CAND_101017,REQ_2031,LinkedIn,Applied,2025-03-18 00:00:00,REC_102
2b6d47a7,CAND_101017,REQ_2031,LinkedIn,Phone Screen,2025-03-26 00:00:00,REC_102
9480092a,CAND_101018,REQ_2038,Tesla Careers Site,Applied,2025-02-05 00:00:00,REC_100
0d0e94e2,CAND_101018,REQ_2038,Tesla Careers Site,Phone Screen,2025-02-19 00:00:00,REC_100
86576d01,CAND_101018,REQ_2038,Tesla Careers Site,Technical Interview,2025-02-26 00:00:00,REC_100
88d5f92c,CAND_101019,REQ_2009,Tesla Careers Site,Applied,2025-04-22 00:00:00,REC_101
3b2a6e13,CAND_101020,REQ_2005,Employee Referral,Applied,2025-07-13 00:00:00,REC_101
d29dad3f,CAND_101020,REQ_2005,Employee Referral,Phone Screen,2025-07-19 00:00:00,REC_101
80aeb5a8,CAND_101021,REQ_2025,LinkedIn,Applied,2025-05-22 00:00:00,REC_100
f07ee300,CAND_101022,REQ_2000,Employee Referral,Applied,2025-06-24 00:00:00,REC_101
e1b1466c,CAND_101023,REQ_2038,University Recruiting,Applied,2025-02-13 00:00:00,REC_101
2bb5c826,CAND_101023,REQ_2038,University Recruiting,Phone Screen,2025-02-27 00:00:00,REC_101
29329bd0,CAND_101023,REQ_2038,University Recruiting,Technical Interview,2025-03-03 00:00:00,REC_101
5fecf71c,CAND_101024,REQ_2022,University Recruiting,Applied,2025-05-26 00:00:00,REC_103
05389c1b,CAND_101024,REQ_2022,University Recruiting,Phone Screen,2025-06-03 00:00:00,REC_103
16152508,CAND_101024,REQ_2022,University Recruiting,Technical Interview,2025-06-15 00:00:00,REC_103
c0bec7b1,CAND_101024,REQ_2022,University Recruiting,Offer Issued,2025-06-24 00:00:00,REC_103
df8e0161,CAND_101024,REQ_2022,University Recruiting,Hired,2025-07-01 00:00:00,REC_103
d5581449,CAND_101025,REQ_2043,Tesla Careers Site,Applied,2025-06-10 00:00:00,REC_103
112a7cdd,CAND_101025,REQ_2043,Tesla Careers Site,Phone Screen,2025-06-20 00:00:00,REC_103
00d41669,CAND_101026,REQ_2039,LinkedIn,Applied,2025-04-26 00:00:00,REC_101
06b5c33c,CAND_101026,REQ_2039,LinkedIn,Phone Screen,2025-05-08 00:00:00,REC_101
82fd5e8c,CAND_101026,REQ_2039,LinkedIn,Technical Interview,2025-05-12 00:00:00,REC_101
575252d9,CAND_101027,REQ_2001,Tesla Careers Site,Applied,2025-02-13 00:00:00,REC_103
50c7f3cb,CAND_101028,REQ_2030,Tesla Careers Site,Applied,2025-02-08 00:00:00,REC_100
a09905c8,CAND_101028,REQ_2030,Tesla Careers Site,Phone Screen,2025-02-16 00:00:00,REC_100
b24b504b,CAND_101029,REQ_2000,X (Twitter) Sourcing,Applied,2025-06-18 00:00:00,REC_103
f0f3b6b8,CAND_101030,REQ_2036,X (Twitter) Sourcing,Applied,2025-03-25 00:00:00,REC_100
830b2691,CAND_101031,REQ_2018,Employee Referral,Applied,2025-06-04 00:00:00,REC_100
7fcaae6c,CAND_101031,REQ_2018,Employee Referral,Phone Screen,2025-06-17 00:00:00,REC_100
6dc13589,CAND_101032,REQ_2026,LinkedIn,Applied,2025-06-27 00:00:00,REC_100
dbe9db66,CAND_101033,REQ_2009,LinkedIn,Applied,2025-04-23 00:00:00,REC_100
41dbc4a1,CAND_101034,REQ_2022,Employee Referral,Applied,2025-05-30 00:00:00,REC_100
3d6c34b0,CAND_101034,REQ_2022,Employee Referral,Phone Screen,2025-06-10 00:00:00,REC_100
2c1b9014,CAND_101034,REQ_2022,Employee Referral,Technical Interview,2025-06-14 00:00:00,REC_100
a453d3f8,CAND_101034,REQ_2022,Employee Referral,Offer Issued,2025-06-17 00:00:00,REC_100
7062fb3c,CAND_101034,REQ_2022,Employee Referral,Hired,2025-06-24 00:00:00,REC_100
e272fa5c,CAND_101035,REQ_2001,LinkedIn,Applied,2025-02-20 00:00:00,REC_104
205d81a0,CAND_101036,REQ_2049,University Recruiting,Applied,2025-02-22 00:00:00,REC_103
23f83534,CAND_101036,REQ_2049,University Recruiting,Phone Screen,2025-03-08 00:00:00,REC_103
cb48a31a,CAND_101036,REQ_2049,University Recruiting,Technical Interview,2025-03-22 00:00:00,REC_103
6cdee66b,CAND_101037,REQ_2018,LinkedIn,Applied,2025-05-28 00:00:00,REC_100
296b9638,CAND_101038,REQ_2029,LinkedIn,Applied,2025-05-30 00:00:00,REC_101
936363d2,CAND_101038,REQ_2029,LinkedIn,Phone Screen,2025-06-02 00:00:00,REC_101
922aec93,CAND_101039,REQ_2043,X (Twitter) Sourcing,Applied,2025-05-26 00:00:00,REC_104
639a237e,CAND_101040,REQ_2001,LinkedIn,Applied,2025-02-21 00:00:00,REC_100
98ba3b35,CAND_101040,REQ_2001,LinkedIn,Phone Screen,2025-03-02 00:00:00,REC_100
eb5f2825,CAND_101041,REQ_2000,Tesla Careers Site,Applied,2025-06-26 00:00:00,REC_104
81d8b9ba,CAND_101041,REQ_2000,Tesla Careers Site,Phone Screen,2025-07-08 00:00:00,REC_104
b2a132a3,CAND_101042,REQ_2000,,Applied,2025-06-22 00:00:00,REC_101
47c6be8b,CAND_101042,REQ_2000,,Phone Screen,2025-07-03 00:00:00,REC_101
11de570b,CAND_101042,REQ_2000,,Technical Interview,2025-07-10 00:00:00,REC_101
cb9c1998,CAND_101042,REQ_2000,,Offer Issued,2025-07-16 00:00:00,REC_101
b25fe6d3,CAND_101042,REQ_2000,,Hired,2025-07-20 00:00:00,REC_101
c7f5d8ed,CAND_101043,REQ_2027,Tesla Careers Site,Applied,2025-06-01 00:00:00,REC_103
7623a7fc,CAND_101043,REQ_2027,Tesla Careers Site,Phone Screen,2025-06-04 00:00:00,REC_103
c8b2702e,CAND_101044,REQ_2048,X (Twitter) Sourcing,Applied,2025-01-31 00:00:00,REC_103
74910a33,CAND_101045,REQ_2018,Tesla Careers Site,Applied,2025-05-31 00:00:00,REC_101
426208fa,CAND_101045,REQ_2018,Tesla Careers Site,Phone Screen,2025-06-07 00:00:00,REC_101
dac8006b,CAND_101046,REQ_2035,X (Twitter) Sourcing,Applied,2025-03-07 00:00:00,REC_103
2da801e6,CAND_101047,REQ_2023,Tesla Careers Site,Applied,2025-07-04 00:00:00,REC_103
d8c52ba5,CAND_101047,REQ_2023,Tesla Careers Site,Phone Screen,2025-07-19 00:00:00,REC_103
759b7888,CAND_101047,REQ_2023,Tesla Careers Site,Technical Interview,2025-08-02 00:00:00,REC_103
0f003a41,CAND_101047,REQ_2023,Tesla Careers Site,Offer Issued,2025-08-07 00:00:00,REC_103
3dc5cb82,CAND_101048,REQ_2019,LinkedIn,Applied,2025-04-13 00:00:00,REC_100
e8b60862,CAND_101048,REQ_2019,LinkedIn,Phone Screen,2025-04-17 00:00:00,REC_100
605953dc,CAND_101048,REQ_2019,LinkedIn,Technical Interview,2025-04-27 00:00:00,REC_100
7ede3e4e,CAND_101048,REQ_2019,LinkedIn,Offer Issued,2025-05-10 00:00:00,REC_100
174f8a50,CAND_101048,REQ_2019,LinkedIn,Hired,2025-05-16 00:00:00,REC_100
82c2aa79,CAND_101049,REQ_2047,Tesla Careers Site,Applied,2025-04-07 00:00:00,REC_103
592f8eff,CAND_101049,REQ_2047,Tesla Careers Site,Phone Screen,2025-04-10 00:00:00,REC_103
5b68a8ef,CAND_101049,REQ_2047,Tesla Careers Site,Technical Interview,2025-04-12 00:00:00,REC_103
7c194c2d,CAND_101049,REQ_2047,Tesla Careers Site,Offer Issued,2025-04-16 00:00:00,REC_103
23f39b15,CAND_101050,REQ_2015,LinkedIn,Applied,2025-01-26 00:00:00,REC_103
428ec1d5,CAND_101050,REQ_2015,LinkedIn,Phone Screen,2025-02-04 00:00:00,REC_103
1369734f,CAND_101051,REQ_2031,,Applied,2025-03-23 00:00:00,REC_102
314d5ec8,CAND_101051,REQ_2031,,Phone Screen,2025-04-05 00:00:00,REC_102
e1574361,CAND_101052,REQ_2048,LinkedIn,Applied,2025-02-03 00:00:00,REC_102
9db921d6,CAND_101053,REQ_2011,X (Twitter) Sourcing,Applied,2025-05-19 00:00:00,REC_103
59fe6e3d,CAND_101053,REQ_2011,X (Twitter) Sourcing,Phone Screen,2025-05-24 00:00:00,REC_103
529a38ad,CAND_101054,REQ_2012,LinkedIn,Applied,2025-06-30 00:00:00,REC_100
93a047c0,CAND_101054,REQ_2012,LinkedIn,Phone Screen,2025-07-13 00:00:00,REC_100
520d4a8c,CAND_101054,REQ_2012,LinkedIn,Technical Interview,2025-07-18 00:00:00,REC_100
0c8496a2,CAND_101055,REQ_2013,X (Twitter) Sourcing,Applied,2025-06-06 00:00:00,REC_101
4316534d,CAND_101055,REQ_2013,X (Twitter) Sourcing,Phone Screen,2025-06-08 00:00:00,REC_101
aedb7b8f,CAND_101056,REQ_2001,X (Twitter) Sourcing,Applied,2025-02-20 00:00:00,REC_103
1270967e,CAND_101056,REQ_2001,X (Twitter) Sourcing,Phone Screen,2025-03-02 00:00:00,REC_103
5c0b5439,CAND_101057,REQ_2041,,Applied,2025-03-05 00:00:00,REC_103
ed137e17,CAND_101057,REQ_2041,,Phone Screen,2025-03-12 00:00:00,REC_103
b5b81277,CAND_101057,REQ_2041,,Technical Interview,2025-03-17 00:00:00,REC_103
65c11687,CAND_101058,REQ_2014,X (Twitter) Sourcing,Applied,2025-07-05 00:00:00,REC_104
972e66e1,CAND_101058,REQ_2014,X (Twitter) Sourcing,Phone Screen,2025-07-15 00:00:00,REC_104
551de12a,CAND_101058,REQ_2014,X (Twitter) Sourcing,Technical Interview,2025-07-20 00:00:00,REC_104
d309ed1b,CAND_101058,REQ_2014,X (Twitter) Sourcing,Offer Issued,2025-07-24 00:00:00,REC_104
3217a3f5,CAND_101058,REQ_2014,X (Twitter) Sourcing,Hired,2025-07-27 00:00:00,REC_104
